index,FL_DATE,OP_CARRIER_AIRLINE_ID,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,ICAO,LATITUDE,LONGITUDE,LOCAL_TIMEZONE,ACTL_DEP_TIME_DATE,SCHD_DEP_TIME_DATE,ACTL_DEP_TIME_DATE_CENT,SCHD_DEP_TIME_DATE_CENT
217380,2023-01-13,19977,N37504,1086,DEN,PDX,0812,0822,KDEN,39.8617,-104.673,America/Denver,2023-01-13 08:22:00-07:00,2023-01-13 08:12:00-07:00,2023-01-13 09:22:00-06:00,2023-01-13 09:12:00-06:00
217381,2023-01-13,19977,N37504,2329,DEN,BOS,1615,1657,KDEN,39.8617,-104.673,America/Denver,2023-01-13 16:57:00-07:00,2023-01-13 16:15:00-07:00,2023-01-13 17:57:00-06:00,2023-01-13 17:15:00-06:00
217398,2023-01-13,19977,N37513,347,DEN,SAN,1116,1210,KDEN,39.8617,-104.673,America/Denver,2023-01-13 12:10:00-07:00,2023-01-13 11:16:00-07:00,2023-01-13 13:10:00-06:00,2023-01-13 12:16:00-06:00
217401,2023-01-13,19977,N37514,366,DEN,AUS,1805,1806,KDEN,39.8617,-104.673,America/Denver,2023-01-13 18:06:00-07:00,2023-01-13 18:05:00-07:00,2023-01-13 19:06:00-06:00,2023-01-13 19:05:00-06:00
217403,2023-01-13,19977,N37516,1795,DEN,CLE,1720,1757,KDEN,39.8617,-104.673,America/Denver,2023-01-13 17:57:00-07:00,2023-01-13 17:20:00-07:00,2023-01-13 18:57:00-06:00,2023-01-13 18:20:00-06:00
217406,2023-01-13,19977,N37516,703,DEN,BIL,1146,1333,KDEN,39.8617,-104.673,America/Denver,2023-01-13 13:33:00-07:00,2023-01-13 11:46:00-07:00,2023-01-13 14:33:00-06:00,2023-01-13 12:46:00-06:00
217416,2023-01-13,19977,N37522,416,DEN,LAX,1010,1008,KDEN,39.8617,-104.673,America/Denver,2023-01-13 10:08:00-07:00,2023-01-13 10:10:00-07:00,2023-01-13 11:08:00-06:00,2023-01-13 11:10:00-06:00
217417,2023-01-13,19977,N37523,1753,DEN,PIT,1009,1006,KDEN,39.8617,-104.673,America/Denver,2023-01-13 10:06:00-07:00,2023-01-13 10:09:00-07:00,2023-01-13 11:06:00-06:00,2023-01-13 11:09:00-06:00
217420,2023-01-13,19977,N37523,280,DEN,ANC,1903,1923,KDEN,39.8617,-104.673,America/Denver,2023-01-13 19:23:00-07:00,2023-01-13 19:03:00-07:00,2023-01-13 20:23:00-06:00,2023-01-13 20:03:00-06:00
217426,2023-01-13,19977,N37530,1362,DEN,BWI,0941,0937,KDEN,39.8617,-104.673,America/Denver,2023-01-13 09:37:00-07:00,2023-01-13 09:41:00-07:00,2023-01-13 10:37:00-06:00,2023-01-13 10:41:00-06:00
217439,2023-01-13,19977,N37535,1715,DEN,EWR,1555,1555,KDEN,39.8617,-104.673,America/Denver,2023-01-13 15:55:00-07:00,2023-01-13 15:55:00-07:00,2023-01-13 16:55:00-06:00,2023-01-13 16:55:00-06:00
217442,2023-01-13,19977,N37536,1561,DEN,SFO,1120,1159,KDEN,39.8617,-104.673,America/Denver,2023-01-13 11:59:00-07:00,2023-01-13 11:20:00-07:00,2023-01-13 12:59:00-06:00,2023-01-13 12:20:00-06:00
217444,2023-01-13,19977,N37536,259,DEN,MCO,1720,1923,KDEN,39.8617,-104.673,America/Denver,2023-01-13 19:23:00-07:00,2023-01-13 17:20:00-07:00,2023-01-13 20:23:00-06:00,2023-01-13 18:20:00-06:00
217468,2023-01-13,19977,N37545,2312,DEN,ORD,1120,1116,KDEN,39.8617,-104.673,America/Denver,2023-01-13 11:16:00-07:00,2023-01-13 11:20:00-07:00,2023-01-13 12:16:00-06:00,2023-01-13 12:20:00-06:00
217485,2023-01-13,19977,N38417,1045,DEN,IAD,0615,0608,KDEN,39.8617,-104.673,America/Denver,2023-01-13 06:08:00-07:00,2023-01-13 06:15:00-07:00,2023-01-13 07:08:00-06:00,2023-01-13 07:15:00-06:00
217498,2023-01-13,19977,N38458,655,DEN,LAS,1920,2006,KDEN,39.8617,-104.673,America/Denver,2023-01-13 20:06:00-07:00,2023-01-13 19:20:00-07:00,2023-01-13 21:06:00-06:00,2023-01-13 20:20:00-06:00
217500,2023-01-13,19977,N38459,2662,DEN,PDX,1609,1603,KDEN,39.8617,-104.673,America/Denver,2023-01-13 16:03:00-07:00,2023-01-13 16:09:00-07:00,2023-01-13 17:03:00-06:00,2023-01-13 17:09:00-06:00
217501,2023-01-13,19977,N38459,459,DEN,MSP,0940,0956,KDEN,39.8617,-104.673,America/Denver,2023-01-13 09:56:00-07:00,2023-01-13 09:40:00-07:00,2023-01-13 10:56:00-06:00,2023-01-13 10:40:00-06:00
217506,2023-01-13,19977,N38473,796,DEN,IAH,0520,0515,KDEN,39.8617,-104.673,America/Denver,2023-01-13 05:15:00-07:00,2023-01-13 05:20:00-07:00,2023-01-13 06:15:00-06:00,2023-01-13 06:20:00-06:00
217510,2023-01-13,19977,N39297,1305,DEN,FSD,1750,1750,KDEN,39.8617,-104.673,America/Denver,2023-01-13 17:50:00-07:00,2023-01-13 17:50:00-07:00,2023-01-13 18:50:00-06:00,2023-01-13 18:50:00-06:00
217513,2023-01-13,19977,N39297,798,DEN,RNO,0820,0917,KDEN,39.8617,-104.673,America/Denver,2023-01-13 09:17:00-07:00,2023-01-13 08:20:00-07:00,2023-01-13 10:17:00-06:00,2023-01-13 09:20:00-06:00
217517,2023-01-13,19977,N39416,544,DEN,SMF,1151,1149,KDEN,39.8617,-104.673,America/Denver,2023-01-13 11:49:00-07:00,2023-01-13 11:51:00-07:00,2023-01-13 12:49:00-06:00,2023-01-13 12:51:00-06:00
217518,2023-01-13,19977,N39416,772,DEN,DFW,2025,2045,KDEN,39.8617,-104.673,America/Denver,2023-01-13 20:45:00-07:00,2023-01-13 20:25:00-07:00,2023-01-13 21:45:00-06:00,2023-01-13 21:25:00-06:00
217523,2023-01-13,19977,N39418,437,DEN,SJC,1925,1929,KDEN,39.8617,-104.673,America/Denver,2023-01-13 19:29:00-07:00,2023-01-13 19:25:00-07:00,2023-01-13 20:29:00-06:00,2023-01-13 20:25:00-06:00
217529,2023-01-13,19977,N39423,743,DEN,LAS,2048,2044,KDEN,39.8617,-104.673,America/Denver,2023-01-13 20:44:00-07:00,2023-01-13 20:48:00-07:00,2023-01-13 21:44:00-06:00,2023-01-13 21:48:00-06:00
217544,2023-01-13,19977,N401UA,2084,DEN,RSW,1750,1903,KDEN,39.8617,-104.673,America/Denver,2023-01-13 19:03:00-07:00,2023-01-13 17:50:00-07:00,2023-01-13 20:03:00-06:00,2023-01-13 18:50:00-06:00
217545,2023-01-13,19977,N401UA,497,DEN,BOI,1120,1124,KDEN,39.8617,-104.673,America/Denver,2023-01-13 11:24:00-07:00,2023-01-13 11:20:00-07:00,2023-01-13 12:24:00-06:00,2023-01-13 12:20:00-06:00
217546,2023-01-13,19977,N403UA,1252,DEN,FLL,1735,1734,KDEN,39.8617,-104.673,America/Denver,2023-01-13 17:34:00-07:00,2023-01-13 17:35:00-07:00,2023-01-13 18:34:00-06:00,2023-01-13 18:35:00-06:00
217547,2023-01-13,19977,N404UA,1183,DEN,CID,2020,2022,KDEN,39.8617,-104.673,America/Denver,2023-01-13 20:22:00-07:00,2023-01-13 20:20:00-07:00,2023-01-13 21:22:00-06:00,2023-01-13 21:20:00-06:00
217552,2023-01-13,19977,N407UA,1144,DEN,MCI,0945,0942,KDEN,39.8617,-104.673,America/Denver,2023-01-13 09:42:00-07:00,2023-01-13 09:45:00-07:00,2023-01-13 10:42:00-06:00,2023-01-13 10:45:00-06:00
217555,2023-01-13,19977,N407UA,2380,DEN,LGA,1507,1515,KDEN,39.8617,-104.673,America/Denver,2023-01-13 15:15:00-07:00,2023-01-13 15:07:00-07:00,2023-01-13 16:15:00-06:00,2023-01-13 16:07:00-06:00
217558,2023-01-13,19977,N409UA,1978,DEN,CVG,1030,1029,KDEN,39.8617,-104.673,America/Denver,2023-01-13 10:29:00-07:00,2023-01-13 10:30:00-07:00,2023-01-13 11:29:00-06:00,2023-01-13 11:30:00-06:00
217576,2023-01-13,19977,N416UA,1669,DEN,DSM,2043,2042,KDEN,39.8617,-104.673,America/Denver,2023-01-13 20:42:00-07:00,2023-01-13 20:43:00-07:00,2023-01-13 21:42:00-06:00,2023-01-13 21:43:00-06:00
217581,2023-01-13,19977,N417UA,450,DEN,SEA,1614,1612,KDEN,39.8617,-104.673,America/Denver,2023-01-13 16:12:00-07:00,2023-01-13 16:14:00-07:00,2023-01-13 17:12:00-06:00,2023-01-13 17:14:00-06:00
217582,2023-01-13,19977,N417UA,663,DEN,ABQ,1120,1117,KDEN,39.8617,-104.673,America/Denver,2023-01-13 11:17:00-07:00,2023-01-13 11:20:00-07:00,2023-01-13 12:17:00-06:00,2023-01-13 12:20:00-06:00
217590,2023-01-13,19977,N421UA,464,DEN,BUR,1907,1906,KDEN,39.8617,-104.673,America/Denver,2023-01-13 19:06:00-07:00,2023-01-13 19:07:00-07:00,2023-01-13 20:06:00-06:00,2023-01-13 20:07:00-06:00
217591,2023-01-13,19977,N421UA,557,DEN,PSP,0830,0823,KDEN,39.8617,-104.673,America/Denver,2023-01-13 08:23:00-07:00,2023-01-13 08:30:00-07:00,2023-01-13 09:23:00-06:00,2023-01-13 09:30:00-06:00
217603,2023-01-13,19977,N429UA,2064,DEN,JAC,1151,1147,KDEN,39.8617,-104.673,America/Denver,2023-01-13 11:47:00-07:00,2023-01-13 11:51:00-07:00,2023-01-13 12:47:00-06:00,2023-01-13 12:51:00-06:00
217604,2023-01-13,19977,N429UA,498,DEN,PDX,1914,1914,KDEN,39.8617,-104.673,America/Denver,2023-01-13 19:14:00-07:00,2023-01-13 19:14:00-07:00,2023-01-13 20:14:00-06:00,2023-01-13 20:14:00-06:00
217606,2023-01-13,19977,N430UA,1672,DEN,SFO,0955,1000,KDEN,39.8617,-104.673,America/Denver,2023-01-13 10:00:00-07:00,2023-01-13 09:55:00-07:00,2023-01-13 11:00:00-06:00,2023-01-13 10:55:00-06:00
217633,2023-01-13,19977,N438UA,1131,DEN,SAT,0942,0937,KDEN,39.8617,-104.673,America/Denver,2023-01-13 09:37:00-07:00,2023-01-13 09:42:00-07:00,2023-01-13 10:37:00-06:00,2023-01-13 10:42:00-06:00
217634,2023-01-13,19977,N438UA,1235,DEN,DFW,1744,1743,KDEN,39.8617,-104.673,America/Denver,2023-01-13 17:43:00-07:00,2023-01-13 17:44:00-07:00,2023-01-13 18:43:00-06:00,2023-01-13 18:44:00-06:00
217641,2023-01-13,19977,N440UA,1994,DEN,MCO,1330,1333,KDEN,39.8617,-104.673,America/Denver,2023-01-13 13:33:00-07:00,2023-01-13 13:30:00-07:00,2023-01-13 14:33:00-06:00,2023-01-13 14:30:00-06:00
217655,2023-01-13,19977,N452UA,1026,DEN,AUS,0941,0935,KDEN,39.8617,-104.673,America/Denver,2023-01-13 09:35:00-07:00,2023-01-13 09:41:00-07:00,2023-01-13 10:35:00-06:00,2023-01-13 10:41:00-06:00
217659,2023-01-13,19977,N452UA,484,DEN,LAS,1610,1610,KDEN,39.8617,-104.673,America/Denver,2023-01-13 16:10:00-07:00,2023-01-13 16:10:00-07:00,2023-01-13 17:10:00-06:00,2023-01-13 17:10:00-06:00
217663,2023-01-13,19977,N453UA,353,DEN,LAS,1120,1118,KDEN,39.8617,-104.673,America/Denver,2023-01-13 11:18:00-07:00,2023-01-13 11:20:00-07:00,2023-01-13 12:18:00-06:00,2023-01-13 12:20:00-06:00
217664,2023-01-13,19977,N453UA,732,DEN,CVG,1727,1735,KDEN,39.8617,-104.673,America/Denver,2023-01-13 17:35:00-07:00,2023-01-13 17:27:00-07:00,2023-01-13 18:35:00-06:00,2023-01-13 18:27:00-06:00
217692,2023-01-13,19977,N461UA,1889,DEN,DTW,1105,1101,KDEN,39.8617,-104.673,America/Denver,2023-01-13 11:01:00-07:00,2023-01-13 11:05:00-07:00,2023-01-13 12:01:00-06:00,2023-01-13 12:05:00-06:00
217695,2023-01-13,19977,N461UA,756,DEN,JAC,1917,1919,KDEN,39.8617,-104.673,America/Denver,2023-01-13 19:19:00-07:00,2023-01-13 19:17:00-07:00,2023-01-13 20:19:00-06:00,2023-01-13 20:17:00-06:00
217697,2023-01-13,19977,N462UA,2258,DEN,BWI,1755,1818,KDEN,39.8617,-104.673,America/Denver,2023-01-13 18:18:00-07:00,2023-01-13 17:55:00-07:00,2023-01-13 19:18:00-06:00,2023-01-13 18:55:00-06:00
217700,2023-01-13,19977,N463UA,1684,DEN,LAS,1327,1322,KDEN,39.8617,-104.673,America/Denver,2023-01-13 13:22:00-07:00,2023-01-13 13:27:00-07:00,2023-01-13 14:22:00-06:00,2023-01-13 14:27:00-06:00
217702,2023-01-13,19977,N463UA,778,DEN,BZN,1935,1930,KDEN,39.8617,-104.673,America/Denver,2023-01-13 19:30:00-07:00,2023-01-13 19:35:00-07:00,2023-01-13 20:30:00-06:00,2023-01-13 20:35:00-06:00
217720,2023-01-13,19977,N469UA,434,DEN,ORF,1757,1829,KDEN,39.8617,-104.673,America/Denver,2023-01-13 18:29:00-07:00,2023-01-13 17:57:00-07:00,2023-01-13 19:29:00-06:00,2023-01-13 18:57:00-06:00
217723,2023-01-13,19977,N471UA,1522,DEN,MTJ,1910,1925,KDEN,39.8617,-104.673,America/Denver,2023-01-13 19:25:00-07:00,2023-01-13 19:10:00-07:00,2023-01-13 20:25:00-06:00,2023-01-13 20:10:00-06:00
217725,2023-01-13,19977,N471UA,586,DEN,MCI,1335,1329,KDEN,39.8617,-104.673,America/Denver,2023-01-13 13:29:00-07:00,2023-01-13 13:35:00-07:00,2023-01-13 14:29:00-06:00,2023-01-13 14:35:00-06:00
217752,2023-01-13,19977,N47505,327,DEN,MCO,1601,1556,KDEN,39.8617,-104.673,America/Denver,2023-01-13 15:56:00-07:00,2023-01-13 16:01:00-07:00,2023-01-13 16:56:00-06:00,2023-01-13 17:01:00-06:00
217755,2023-01-13,19977,N47512,2045,DEN,TPA,0940,0937,KDEN,39.8617,-104.673,America/Denver,2023-01-13 09:37:00-07:00,2023-01-13 09:40:00-07:00,2023-01-13 10:37:00-06:00,2023-01-13 10:40:00-06:00
217757,2023-01-13,19977,N47512,302,DEN,SEA,1922,1926,KDEN,39.8617,-104.673,America/Denver,2023-01-13 19:26:00-07:00,2023-01-13 19:22:00-07:00,2023-01-13 20:26:00-06:00,2023-01-13 20:22:00-06:00
217774,2023-01-13,19977,N477UA,1005,DEN,LAS,0746,0742,KDEN,39.8617,-104.673,America/Denver,2023-01-13 07:42:00-07:00,2023-01-13 07:46:00-07:00,2023-01-13 08:42:00-06:00,2023-01-13 08:46:00-06:00
217778,2023-01-13,19977,N477UA,241,DEN,SAT,1342,1344,KDEN,39.8617,-104.673,America/Denver,2023-01-13 13:44:00-07:00,2023-01-13 13:42:00-07:00,2023-01-13 14:44:00-06:00,2023-01-13 14:42:00-06:00
217789,2023-01-13,19977,N481UA,1421,DEN,SAN,1325,1403,KDEN,39.8617,-104.673,America/Denver,2023-01-13 14:03:00-07:00,2023-01-13 13:25:00-07:00,2023-01-13 15:03:00-06:00,2023-01-13 14:25:00-06:00
217803,2023-01-13,19977,N486UA,465,DEN,RNO,1116,1111,KDEN,39.8617,-104.673,America/Denver,2023-01-13 11:11:00-07:00,2023-01-13 11:16:00-07:00,2023-01-13 12:11:00-06:00,2023-01-13 12:16:00-06:00
217804,2023-01-13,19977,N486UA,568,DEN,SDF,1738,1737,KDEN,39.8617,-104.673,America/Denver,2023-01-13 17:37:00-07:00,2023-01-13 17:38:00-07:00,2023-01-13 18:37:00-06:00,2023-01-13 18:38:00-06:00
217841,2023-01-13,19977,N498UA,2324,DEN,STL,1740,1735,KDEN,39.8617,-104.673,America/Denver,2023-01-13 17:35:00-07:00,2023-01-13 17:40:00-07:00,2023-01-13 18:35:00-06:00,2023-01-13 18:40:00-06:00
217842,2023-01-13,19977,N498UA,430,DEN,ONT,1115,1125,KDEN,39.8617,-104.673,America/Denver,2023-01-13 11:25:00-07:00,2023-01-13 11:15:00-07:00,2023-01-13 12:25:00-06:00,2023-01-13 12:15:00-06:00
217845,2023-01-13,19977,N53441,2470,DEN,MCI,1750,1753,KDEN,39.8617,-104.673,America/Denver,2023-01-13 17:53:00-07:00,2023-01-13 17:50:00-07:00,2023-01-13 18:53:00-06:00,2023-01-13 18:50:00-06:00
217858,2023-01-13,19977,N57439,233,DEN,SFO,1330,1429,KDEN,39.8617,-104.673,America/Denver,2023-01-13 14:29:00-07:00,2023-01-13 13:30:00-07:00,2023-01-13 15:29:00-06:00,2023-01-13 14:30:00-06:00
217863,2023-01-13,19977,N57855,564,DEN,LAX,1555,1559,KDEN,39.8617,-104.673,America/Denver,2023-01-13 15:59:00-07:00,2023-01-13 15:55:00-07:00,2023-01-13 16:59:00-06:00,2023-01-13 16:55:00-06:00
217868,2023-01-13,19977,N57864,521,DEN,SFO,1923,2032,KDEN,39.8617,-104.673,America/Denver,2023-01-13 20:32:00-07:00,2023-01-13 19:23:00-07:00,2023-01-13 21:32:00-06:00,2023-01-13 20:23:00-06:00
217873,2023-01-13,19977,N57868,442,DEN,MCO,1011,1016,KDEN,39.8617,-104.673,America/Denver,2023-01-13 10:16:00-07:00,2023-01-13 10:11:00-07:00,2023-01-13 11:16:00-06:00,2023-01-13 11:11:00-06:00
217883,2023-01-13,19977,N61882,404,DEN,IAH,1143,1138,KDEN,39.8617,-104.673,America/Denver,2023-01-13 11:38:00-07:00,2023-01-13 11:43:00-07:00,2023-01-13 12:38:00-06:00,2023-01-13 12:43:00-06:00
217895,2023-01-13,19977,N62892,726,DEN,CMH,1750,1754,KDEN,39.8617,-104.673,America/Denver,2023-01-13 17:54:00-07:00,2023-01-13 17:50:00-07:00,2023-01-13 18:54:00-06:00,2023-01-13 18:50:00-06:00
217899,2023-01-13,19977,N62894,478,DEN,ORD,1549,1556,KDEN,39.8617,-104.673,America/Denver,2023-01-13 15:56:00-07:00,2023-01-13 15:49:00-07:00,2023-01-13 16:56:00-06:00,2023-01-13 16:49:00-06:00
217901,2023-01-13,19977,N62895,2432,DEN,GRR,1006,1002,KDEN,39.8617,-104.673,America/Denver,2023-01-13 10:02:00-07:00,2023-01-13 10:06:00-07:00,2023-01-13 11:02:00-06:00,2023-01-13 11:06:00-06:00
217903,2023-01-13,19977,N62895,451,DEN,ONT,1920,1925,KDEN,39.8617,-104.673,America/Denver,2023-01-13 19:25:00-07:00,2023-01-13 19:20:00-07:00,2023-01-13 20:25:00-06:00,2023-01-13 20:20:00-06:00
217909,2023-01-13,19977,N63890,2269,DEN,RDU,0951,0959,KDEN,39.8617,-104.673,America/Denver,2023-01-13 09:59:00-07:00,2023-01-13 09:51:00-07:00,2023-01-13 10:59:00-06:00,2023-01-13 10:51:00-06:00
217910,2023-01-13,19977,N63890,540,DEN,SAN,1921,1930,KDEN,39.8617,-104.673,America/Denver,2023-01-13 19:30:00-07:00,2023-01-13 19:21:00-07:00,2023-01-13 20:30:00-06:00,2023-01-13 20:21:00-06:00
217918,2023-01-13,19977,N65832,1812,DEN,EWR,1908,1920,KDEN,39.8617,-104.673,America/Denver,2023-01-13 19:20:00-07:00,2023-01-13 19:08:00-07:00,2023-01-13 20:20:00-06:00,2023-01-13 20:08:00-06:00
217926,2023-01-13,19977,N66803,1646,DEN,PHX,2058,2052,KDEN,39.8617,-104.673,America/Denver,2023-01-13 20:52:00-07:00,2023-01-13 20:58:00-07:00,2023-01-13 21:52:00-06:00,2023-01-13 21:58:00-06:00
217928,2023-01-13,19977,N66803,728,DEN,PDX,1131,1125,KDEN,39.8617,-104.673,America/Denver,2023-01-13 11:25:00-07:00,2023-01-13 11:31:00-07:00,2023-01-13 12:25:00-06:00,2023-01-13 12:31:00-06:00
217933,2023-01-13,19977,N66814,2239,DEN,SFO,2102,2110,KDEN,39.8617,-104.673,America/Denver,2023-01-13 21:10:00-07:00,2023-01-13 21:02:00-07:00,2023-01-13 22:10:00-06:00,2023-01-13 22:02:00-06:00
217935,2023-01-13,19977,N66825,461,DEN,IAD,1351,1356,KDEN,39.8617,-104.673,America/Denver,2023-01-13 13:56:00-07:00,2023-01-13 13:51:00-07:00,2023-01-13 14:56:00-06:00,2023-01-13 14:51:00-06:00
217937,2023-01-13,19977,N66828,1074,DEN,RAP,1920,1909,KDEN,39.8617,-104.673,America/Denver,2023-01-13 19:09:00-07:00,2023-01-13 19:20:00-07:00,2023-01-13 20:09:00-06:00,2023-01-13 20:20:00-06:00
217943,2023-01-13,19977,N66848,1241,DEN,CLE,1030,1025,KDEN,39.8617,-104.673,America/Denver,2023-01-13 10:25:00-07:00,2023-01-13 10:30:00-07:00,2023-01-13 11:25:00-06:00,2023-01-13 11:30:00-06:00
217945,2023-01-13,19977,N66893,2132,DEN,SMF,1933,1933,KDEN,39.8617,-104.673,America/Denver,2023-01-13 19:33:00-07:00,2023-01-13 19:33:00-07:00,2023-01-13 20:33:00-06:00,2023-01-13 20:33:00-06:00
217947,2023-01-13,19977,N66893,770,DEN,ATL,1033,1034,KDEN,39.8617,-104.673,America/Denver,2023-01-13 10:34:00-07:00,2023-01-13 10:33:00-07:00,2023-01-13 11:34:00-06:00,2023-01-13 11:33:00-06:00
217948,2023-01-13,19977,N66897,2412,DEN,MSP,1750,1752,KDEN,39.8617,-104.673,America/Denver,2023-01-13 17:52:00-07:00,2023-01-13 17:50:00-07:00,2023-01-13 18:52:00-06:00,2023-01-13 18:50:00-06:00
217956,2023-01-13,19977,N67827,1762,DEN,SAT,1755,1752,KDEN,39.8617,-104.673,America/Denver,2023-01-13 17:52:00-07:00,2023-01-13 17:55:00-07:00,2023-01-13 18:52:00-06:00,2023-01-13 18:55:00-06:00
217958,2023-01-13,19977,N67827,2436,DEN,MSY,0956,0952,KDEN,39.8617,-104.673,America/Denver,2023-01-13 09:52:00-07:00,2023-01-13 09:56:00-07:00,2023-01-13 10:52:00-06:00,2023-01-13 10:56:00-06:00
217961,2023-01-13,19977,N67845,1417,DEN,RDU,1725,1720,KDEN,39.8617,-104.673,America/Denver,2023-01-13 17:20:00-07:00,2023-01-13 17:25:00-07:00,2023-01-13 18:20:00-06:00,2023-01-13 18:25:00-06:00
217963,2023-01-13,19977,N67845,550,DEN,DFW,0954,0954,KDEN,39.8617,-104.673,America/Denver,2023-01-13 09:54:00-07:00,2023-01-13 09:54:00-07:00,2023-01-13 10:54:00-06:00,2023-01-13 10:54:00-06:00
218017,2023-01-13,19977,N69818,1692,DEN,BNA,1329,1329,KDEN,39.8617,-104.673,America/Denver,2023-01-13 13:29:00-07:00,2023-01-13 13:29:00-07:00,2023-01-13 14:29:00-06:00,2023-01-13 14:29:00-06:00
218020,2023-01-13,19977,N69819,1864,DEN,IAH,0745,0801,KDEN,39.8617,-104.673,America/Denver,2023-01-13 08:01:00-07:00,2023-01-13 07:45:00-07:00,2023-01-13 09:01:00-06:00,2023-01-13 08:45:00-06:00
218035,2023-01-13,19977,N69830,262,DEN,MSP,1325,1330,KDEN,39.8617,-104.673,America/Denver,2023-01-13 13:30:00-07:00,2023-01-13 13:25:00-07:00,2023-01-13 14:30:00-06:00,2023-01-13 14:25:00-06:00
218037,2023-01-13,19977,N69833,1887,DEN,BDL,1735,1736,KDEN,39.8617,-104.673,America/Denver,2023-01-13 17:36:00-07:00,2023-01-13 17:35:00-07:00,2023-01-13 18:36:00-06:00,2023-01-13 18:35:00-06:00
218044,2023-01-13,19977,N69838,1824,DEN,FCA,1115,1119,KDEN,39.8617,-104.673,America/Denver,2023-01-13 11:19:00-07:00,2023-01-13 11:15:00-07:00,2023-01-13 12:19:00-06:00,2023-01-13 12:15:00-06:00
218046,2023-01-13,19977,N69838,314,DEN,TPA,1749,1800,KDEN,39.8617,-104.673,America/Denver,2023-01-13 18:00:00-07:00,2023-01-13 17:49:00-07:00,2023-01-13 19:00:00-06:00,2023-01-13 18:49:00-06:00
218052,2023-01-13,19977,N69847,263,DEN,IND,1750,1753,KDEN,39.8617,-104.673,America/Denver,2023-01-13 17:53:00-07:00,2023-01-13 17:50:00-07:00,2023-01-13 18:53:00-06:00,2023-01-13 18:50:00-06:00
218053,2023-01-13,19977,N69847,496,DEN,MSN,1057,1102,KDEN,39.8617,-104.673,America/Denver,2023-01-13 11:02:00-07:00,2023-01-13 10:57:00-07:00,2023-01-13 12:02:00-06:00,2023-01-13 11:57:00-06:00
218072,2023-01-13,19977,N73256,337,DEN,DFW,1330,1327,KDEN,39.8617,-104.673,America/Denver,2023-01-13 13:27:00-07:00,2023-01-13 13:30:00-07:00,2023-01-13 14:27:00-06:00,2023-01-13 14:30:00-06:00
218084,2023-01-13,19977,N74856,617,DEN,ORD,1340,1337,KDEN,39.8617,-104.673,America/Denver,2023-01-13 13:37:00-07:00,2023-01-13 13:40:00-07:00,2023-01-13 14:37:00-06:00,2023-01-13 14:40:00-06:00
218091,2023-01-13,19977,N75426,1253,DEN,EWR,2345,2342,KDEN,39.8617,-104.673,America/Denver,2023-01-13 23:42:00-07:00,2023-01-13 23:45:00-07:00,2023-01-14 00:42:00-06:00,2023-01-14 00:45:00-06:00
218117,2023-01-13,19977,N75854,708,DEN,SFO,1805,1800,KDEN,39.8617,-104.673,America/Denver,2023-01-13 18:00:00-07:00,2023-01-13 18:05:00-07:00,2023-01-13 19:00:00-06:00,2023-01-13 19:05:00-06:00
218126,2023-01-13,19977,N76254,1077,DEN,SEA,0804,0758,KDEN,39.8617,-104.673,America/Denver,2023-01-13 07:58:00-07:00,2023-01-13 08:04:00-07:00,2023-01-13 08:58:00-06:00,2023-01-13 09:04:00-06:00
218129,2023-01-13,19977,N76254,243,DEN,TPA,1558,1555,KDEN,39.8617,-104.673,America/Denver,2023-01-13 15:55:00-07:00,2023-01-13 15:58:00-07:00,2023-01-13 16:55:00-06:00,2023-01-13 16:58:00-06:00
218148,2023-01-13,19977,N76504,1981,DEN,LGA,0945,0948,KDEN,39.8617,-104.673,America/Denver,2023-01-13 09:48:00-07:00,2023-01-13 09:45:00-07:00,2023-01-13 10:48:00-06:00,2023-01-13 10:45:00-06:00
218150,2023-01-13,19977,N76504,282,DEN,PSP,1935,1947,KDEN,39.8617,-104.673,America/Denver,2023-01-13 19:47:00-07:00,2023-01-13 19:35:00-07:00,2023-01-13 20:47:00-06:00,2023-01-13 20:35:00-06:00
218152,2023-01-13,19977,N76505,1765,DEN,HDN,1907,1913,KDEN,39.8617,-104.673,America/Denver,2023-01-13 19:13:00-07:00,2023-01-13 19:07:00-07:00,2023-01-13 20:13:00-06:00,2023-01-13 20:07:00-06:00
218154,2023-01-13,19977,N76505,321,DEN,CLT,1002,1017,KDEN,39.8617,-104.673,America/Denver,2023-01-13 10:17:00-07:00,2023-01-13 10:02:00-07:00,2023-01-13 11:17:00-06:00,2023-01-13 11:02:00-06:00
218175,2023-01-13,19977,N76526,1380,DEN,SNA,1115,1114,KDEN,39.8617,-104.673,America/Denver,2023-01-13 11:14:00-07:00,2023-01-13 11:15:00-07:00,2023-01-13 12:14:00-06:00,2023-01-13 12:15:00-06:00
218193,2023-01-13,19977,N769UA,1013,DEN,LAX,1145,1149,KDEN,39.8617,-104.673,America/Denver,2023-01-13 11:49:00-07:00,2023-01-13 11:45:00-07:00,2023-01-13 12:49:00-06:00,2023-01-13 12:45:00-06:00
218199,2023-01-13,19977,N771UA,313,DEN,IAH,1350,1522,KDEN,39.8617,-104.673,America/Denver,2023-01-13 15:22:00-07:00,2023-01-13 13:50:00-07:00,2023-01-13 16:22:00-06:00,2023-01-13 14:50:00-06:00
