date,wind_speed,wind_gust,ceiling,visibility,temp,dew_pnt,pressure
2016-03-20 17:53:00,5,41,1433,16093,72,-44,10194
2016-03-20 18:53:00,5,36,1676,16093,72,-56,10190
2016-03-20 19:53:00,5,57,1676,16093,72,-39,10192
2016-03-20 20:53:00,5,51,1189,16093,50,-17,10200
2016-03-20 21:53:00,5,77,1158,16093,61,-28,10203
2016-03-20 22:53:00,5,72,1067,16093,50,-17,10212
2016-03-20 23:53:00,5,36,22000,16093,39,-6,10216
2016-03-21 00:53:00,5,31,2286,16093,39,-6,10225
2016-03-21 01:53:00,5,31,2438,16093,39,-6,10233
2016-03-21 02:53:00,5,31,22000,16093,33,-6,10239
2016-03-21 03:53:00,5,41,1829,16093,39,-6,10239
2016-03-21 04:53:00,5,36,22000,16093,33,-6,10240
2016-03-21 05:53:00,5,31,22000,16093,28,-6,10243
2016-03-21 06:53:00,5,31,22000,16093,28,-6,10243
2016-03-21 07:53:00,5,36,22000,16093,28,-6,10243
2016-03-21 08:53:00,5,26,22000,16093,22,-6,10243
2016-03-21 09:53:00,5,31,22000,16093,22,-11,10248
2016-03-21 10:53:00,5,26,22000,16093,22,-11,10254
2016-03-21 11:53:00,5,21,22000,16093,17,-11,10261
2016-03-21 12:53:00,5,26,22000,16093,33,-6,10268
2016-03-21 13:53:00,5,31,22000,16093,56,-6,10273
2016-03-21 14:53:00,5,31,22000,16093,83,-11,10276
2016-03-21 15:53:00,5,46,22000,16093,100,-33,10275
2016-03-21 17:53:00,5,36,22000,16093,117,-33,10267
2016-03-21 18:53:00,5,36,22000,16093,122,-44,10257
2016-03-21 19:53:00,5,31,22000,16093,133,-44,10245
2016-03-21 21:53:00,5,36,22000,16093,139,-50,10236
2016-03-21 22:53:00,5,36,22000,16093,133,-56,10233
2016-03-21 23:53:00,5,21,22000,16093,122,-50,10233
2016-03-22 01:53:00,5,15,22000,16093,94,-44,10238
2016-03-22 03:53:00,5,21,22000,16093,50,-17,10232
2016-03-22 04:53:00,5,15,22000,16093,44,-17,10231
2016-03-22 05:53:00,5,26,22000,16093,50,-17,10233
2016-03-22 06:53:00,5,31,22000,16093,50,-28,10235
2016-03-22 07:53:00,5,26,22000,16093,50,-28,10233
2016-03-22 08:53:00,5,26,22000,16093,39,-28,10229
2016-03-22 09:53:00,5,36,22000,16093,17,-28,10231
2016-03-22 10:53:00,5,36,22000,16093,28,-22,10229
2016-03-22 11:53:00,5,36,22000,16093,22,-28,10233
2016-03-22 12:53:00,5,46,22000,16093,56,-11,10230
2016-03-22 13:53:00,5,57,22000,16093,100,-11,10231
2016-03-22 14:53:00,5,57,22000,16093,128,-22,10228
2016-03-22 15:53:00,5,72,22000,16093,150,-17,10225
2016-03-22 16:53:00,5,72,22000,16093,172,-28,10214
2016-03-22 17:53:00,5,72,22000,16093,183,-44,10203
2016-03-22 18:53:00,5,57,22000,16093,194,-56,10190
2016-03-22 19:53:00,5,98,22000,16093,200,-56,10180
2016-03-22 20:53:00,5,108,22000,16093,206,-50,10175
2016-03-22 21:53:00,5,93,22000,16093,206,-44,10170
2016-03-22 22:53:00,5,82,7620,16093,194,-44,10167
2016-03-22 23:53:00,5,82,22000,16093,178,-33,10165
2016-03-23 00:53:00,5,57,7620,16093,161,-33,10165
2016-03-23 01:53:00,5,72,7620,16093,161,-22,10169
2016-03-23 02:53:00,5,88,7620,16093,161,-22,10163
2016-03-23 03:53:00,5,88,22000,16093,156,-22,10161
2016-03-23 04:53:00,5,46,22000,16093,156,-17,10160
2016-03-23 05:53:00,5,57,22000,16093,156,-11,10159
2016-03-23 06:53:00,5,57,22000,16093,150,6,10159
2016-03-23 07:53:00,5,67,22000,16093,144,11,10163
2016-03-23 08:53:00,5,51,22000,16093,139,22,10166
2016-03-23 09:53:00,5,57,1219,16093,139,39,10172
2016-03-23 10:53:00,5,62,1158,16093,139,50,10176
2016-03-23 11:53:00,5,67,6096,16093,133,56,10181
2016-03-23 12:53:00,5,62,1219,16093,139,56,10182
2016-03-23 13:53:00,5,82,1219,16093,144,61,10185
2016-03-23 14:53:00,5,72,1219,16093,156,67,10188
2016-03-23 15:53:00,5,77,1158,16093,178,67,10185
2016-03-23 16:53:00,5,98,1250,16093,189,72,10176
2016-03-23 17:53:00,5,77,1341,16093,206,72,10172
2016-03-23 18:53:00,5,82,22000,16093,222,72,10157
2016-03-23 19:53:00,5,93,7620,16093,228,72,10148
2016-03-23 20:53:00,5,82,7620,16093,233,72,10143
2016-03-23 21:53:00,5,82,7620,16093,228,72,10139
2016-03-23 22:53:00,5,77,7620,16093,222,72,10137
2016-03-23 23:53:00,5,67,7620,16093,211,72,10136
2016-03-24 00:53:00,5,51,7620,16093,189,72,10137
2016-03-24 01:53:00,5,62,7620,16093,189,78,10140
2016-03-24 02:53:00,5,62,7620,16093,183,78,10135
2016-03-24 03:53:00,5,46,7620,16093,178,83,10134
2016-03-24 04:53:00,5,46,1676,16093,178,83,10133
2016-03-24 05:53:00,5,46,22000,16093,172,94,10131
2016-03-24 06:53:00,5,51,1829,16093,172,100,10127
2016-03-24 07:53:00,5,46,22000,16093,167,106,10123
2016-03-24 08:53:00,5,46,945,16093,172,111,10118
2016-03-24 09:53:00,5,62,853,16093,178,117,10114
2016-03-24 10:53:00,5,51,762,16093,178,122,10115
2016-03-24 11:53:00,5,62,2438,16093,172,122,10107
2016-03-24 12:53:00,5,77,579,16093,172,128,10108
2016-03-24 13:53:00,5,82,579,16093,172,128,10099
2016-03-24 14:53:00,5,93,579,16093,178,128,10087
2016-03-24 15:53:00,5,98,762,16093,178,133,10083
2016-03-24 16:53:00,5,72,366,12875,167,139,10080
2016-03-24 17:53:00,5,72,427,3219,161,139,10073
2016-03-24 18:53:00,5,77,884,4828,161,139,10045
2016-03-24 19:53:00,5,72,22000,16093,183,156,10045
2016-03-24 20:53:00,5,77,518,16093,178,144,10043
2016-03-24 21:53:00,5,67,975,16093,194,144,10038
2016-03-24 22:53:00,5,72,22000,16093,194,133,10042
2016-03-24 23:53:00,5,67,7620,16093,178,128,10045
2016-03-25 00:53:00,5,31,7620,16093,172,128,10056
2016-03-25 01:53:00,5,41,1097,16093,167,89,10076
2016-03-25 02:53:00,5,57,1341,16093,150,67,10089
2016-03-25 03:53:00,5,67,1402,16093,139,61,10098
2016-03-25 04:53:00,5,51,1524,16093,122,50,10100
2016-03-25 05:53:00,5,57,1524,16093,100,33,10112
2016-03-25 06:53:00,5,51,22000,16093,89,22,10117
2016-03-25 07:53:00,5,31,1067,16093,83,22,10123
2016-03-25 08:53:00,5,26,1067,16093,83,22,10125
2016-03-25 09:53:00,5,41,823,16093,83,22,10132
2016-03-25 10:53:00,5,46,823,16093,72,17,10140
2016-03-25 11:53:00,5,41,792,16093,67,11,10149
2016-03-25 12:53:00,5,57,762,16093,67,17,10156
2016-03-25 13:53:00,5,41,579,16093,61,17,10168
2016-03-25 14:53:00,5,36,640,16093,67,6,10177
2016-03-25 15:53:00,5,41,701,16093,72,11,10179
2016-03-25 16:53:00,5,26,701,16093,78,6,10177
2016-03-25 17:53:00,5,21,762,16093,83,11,10182
2016-03-25 18:53:00,5,36,762,16093,89,11,10180
2016-03-25 19:53:00,5,26,823,16093,94,17,10173
2016-03-25 20:53:00,5,36,884,16093,100,17,10172
2016-03-25 21:53:00,5,31,884,16093,94,17,10173
2016-03-25 22:53:00,5,15,22000,16093,100,17,10173
2016-03-25 23:53:00,5,31,22000,16093,83,17,10176
2016-03-26 00:53:00,5,31,22000,16093,72,17,10183
2016-03-26 01:53:00,5,31,22000,16093,67,17,10189
2016-03-26 02:53:00,5,15,22000,16093,61,17,10188
2016-03-26 03:53:00,5,21,22000,16093,56,17,10188
2016-03-26 04:53:00,5,26,22000,16093,50,17,10189
2016-03-26 05:53:00,5,15,22000,16093,44,11,10187
2016-03-26 06:53:00,5,31,22000,16093,33,6,10179
2016-03-26 07:53:00,5,15,22000,16093,39,11,10184
2016-03-26 09:53:00,5,26,22000,16093,22,0,10179
2016-03-26 11:53:00,5,15,22000,16093,22,6,10190
2016-03-26 12:53:00,5,15,22000,11265,33,17,10192
2016-03-26 13:53:00,5,15,6096,16093,83,44,10196
2016-03-26 19:53:00,5,36,22000,16093,228,39,10172
2016-03-26 20:53:00,5,41,22000,16093,233,39,10171
2016-03-26 21:53:00,5,36,22000,16093,239,50,10168
2016-03-26 22:53:00,5,31,22000,16093,233,56,10167
2016-03-27 01:53:00,5,21,22000,16093,178,72,10176
2016-03-27 02:53:00,5,21,22000,16093,161,78,10179
2016-03-27 03:53:00,5,21,4572,16093,150,83,10179
2016-03-27 04:53:00,5,15,4572,16093,133,83,10178
2016-03-27 05:53:00,5,15,4572,16093,144,94,10178
2016-03-27 08:53:00,5,15,1067,16093,150,122,10175
2016-03-27 09:53:00,5,21,4572,16093,144,117,10170
2016-03-27 10:53:00,5,26,4572,16093,156,128,10174
2016-03-27 11:53:00,5,21,762,16093,150,128,10176
2016-03-27 13:53:00,5,36,4267,16093,178,144,10178
2016-03-27 14:53:00,5,62,518,16093,200,150,10175
2016-03-27 15:53:00,5,57,579,16093,206,150,10170
2016-03-27 16:53:00,5,57,640,16093,206,150,10163
2016-03-27 17:53:00,5,62,640,16093,211,150,10153
2016-03-27 18:53:00,5,62,579,16093,206,156,10147
2016-03-27 19:53:00,5,67,518,16093,200,156,10142
2016-03-27 20:53:00,5,36,457,14484,189,161,10135
2016-03-27 21:53:00,5,51,396,14484,189,167,10125
2016-03-27 22:53:00,5,51,884,16093,189,161,10120
2016-03-27 23:53:00,5,51,1433,16093,189,161,10114
2016-03-28 00:53:00,5,51,22000,16093,183,156,10110
2016-03-28 01:53:00,5,57,914,16093,189,156,10111
2016-03-28 02:53:00,5,36,762,16093,183,150,10116
2016-03-28 03:53:00,5,57,671,4023,128,106,10138
2016-03-28 04:53:00,5,67,579,16093,122,89,10152
2016-03-28 05:53:00,5,36,457,16093,117,83,10159
2016-03-28 06:53:00,5,46,518,16093,106,67,10167
2016-03-28 07:53:00,5,31,518,16093,94,56,10173
2016-03-28 08:53:00,5,77,518,16093,83,33,10182
2016-03-28 09:53:00,5,26,640,16093,83,33,10187
2016-03-28 10:53:00,5,46,640,16093,83,28,10192
2016-03-28 11:53:00,5,62,640,16093,72,17,10200
2016-03-28 12:53:00,5,46,762,16093,78,17,10208
2016-03-28 13:53:00,5,51,762,16093,78,17,10213
2016-03-28 14:53:00,5,31,762,16093,89,17,10217
2016-03-28 15:53:00,5,15,762,16093,106,28,10221
2016-03-28 19:53:00,5,21,22000,16093,161,22,10203
2016-03-28 20:53:00,5,41,22000,16093,167,17,10201
2016-03-28 21:53:00,5,36,22000,16093,167,-11,10198
2016-03-28 22:53:00,5,31,22000,16093,167,-11,10200
2016-03-28 23:53:00,5,31,22000,16093,144,-11,10203
2016-03-29 00:53:00,5,21,22000,16093,133,6,10208
2016-03-29 05:53:00,5,21,22000,16093,89,17,10218
2016-03-29 10:53:00,5,26,22000,16093,61,11,10229
2016-03-29 11:53:00,5,15,22000,16093,56,11,10236
2016-03-29 12:53:00,5,21,22000,16093,78,22,10243
2016-03-29 13:53:00,5,51,22000,16093,106,28,10244
2016-03-29 14:53:00,5,51,22000,16093,128,17,10248
2016-03-29 15:53:00,5,41,22000,16093,139,17,10248
2016-03-29 16:53:00,5,57,7620,16093,150,11,10246
2016-03-29 17:53:00,5,31,7620,16093,161,17,10240
2016-03-29 18:53:00,5,51,7620,16093,172,17,10230
2016-03-29 19:53:00,5,41,22000,16093,172,11,10224
2016-03-29 20:53:00,5,41,22000,16093,178,6,10215
2016-03-29 21:53:00,5,36,22000,16093,178,-6,10211
2016-03-29 22:53:00,5,21,22000,16093,172,-11,10210
2016-03-29 23:53:00,5,31,22000,16093,156,-11,10209
2016-03-30 00:53:00,5,21,22000,16093,144,-6,10205
2016-03-30 01:53:00,5,21,22000,16093,122,0,10206
2016-03-30 02:53:00,5,26,22000,16093,117,0,10205
2016-03-30 03:53:00,5,15,22000,16093,111,-6,10203
2016-03-30 06:53:00,5,15,22000,16093,72,28,10196
2016-03-30 07:53:00,5,15,22000,16093,67,28,10195
2016-03-30 08:53:00,5,15,22000,16093,67,28,10187
2016-03-30 12:53:00,5,26,7620,16093,111,33,10198
2016-03-30 13:53:00,5,62,6096,16093,161,39,10194
2016-03-30 14:53:00,5,77,6096,16093,183,44,10194
2016-03-30 15:53:00,5,67,1676,16093,200,44,10189
2016-03-30 16:53:00,5,88,1829,16093,211,44,10183
2016-03-30 17:53:00,5,98,1524,16093,222,33,10177
2016-03-30 18:53:00,5,93,7620,16093,239,39,10160
2016-03-30 19:53:00,5,62,7620,16093,244,56,10149
2016-03-30 20:53:00,5,77,7620,16093,239,61,10136
2016-03-30 21:53:00,5,93,7620,16093,239,67,10130
2016-03-30 22:53:00,5,82,7620,16093,233,72,10127
2016-03-30 23:53:00,5,62,4572,16093,222,72,10122
2016-03-31 00:53:00,5,88,3353,16093,217,61,10119
2016-03-31 01:53:00,5,82,7620,16093,211,56,10117
2016-03-31 02:53:00,5,98,5182,16093,206,50,10107
2016-03-31 03:53:00,5,93,6096,16093,206,44,10103
2016-03-31 04:53:00,5,98,22000,16093,206,44,10099
2016-03-31 05:53:00,5,72,1341,16093,206,44,10102
2016-03-31 06:53:00,5,77,3353,16093,194,61,10089
2016-03-31 07:53:00,5,67,3353,16093,189,72,10077
2016-03-31 08:53:00,5,46,1676,11265,167,106,10077
2016-03-31 09:53:00,5,51,1829,8047,150,122,10082
2016-03-31 10:53:00,5,82,1829,12875,144,117,10073
2016-03-31 11:53:00,5,77,1676,6437,144,117,10085
2016-03-31 12:53:00,5,108,2743,4828,139,122,10074
2016-03-31 13:53:00,5,88,2743,16093,150,122,10072
2016-03-31 14:53:00,5,67,1981,16093,167,133,10066
2016-03-31 15:53:00,5,88,2286,16093,183,139,10065
2016-03-31 16:53:00,5,88,1829,16093,194,139,10061
2016-03-31 17:53:00,5,82,6096,16093,211,139,10054
2016-03-31 18:53:00,5,57,22000,16093,228,139,10053
2016-03-31 19:53:00,5,62,1372,16093,239,144,10051
2016-03-31 20:53:00,5,77,1158,16093,228,144,10045
2016-03-31 21:53:00,5,67,1006,16093,211,150,10048
2016-03-31 22:53:00,5,51,2134,16093,189,161,10040
2016-03-31 23:53:00,5,36,22000,16093,194,150,10037
2016-04-01 00:53:00,5,62,5182,16093,178,139,10033
2016-04-01 01:53:00,5,41,1829,16093,178,150,10036
2016-04-01 02:53:00,5,36,6096,16093,183,156,10040
2016-04-01 03:53:00,5,67,1494,16093,183,167,10035
2016-04-01 04:53:00,5,15,610,16093,178,161,10047
2016-04-01 05:53:00,5,36,22000,16093,178,156,10043
2016-04-01 06:53:00,5,26,22000,16093,178,161,10049
2016-04-01 07:53:00,5,41,22000,16093,183,156,10048
2016-04-01 08:53:00,5,36,22000,16093,156,100,10058
2016-04-01 09:53:00,5,31,1250,16093,150,106,10075
2016-04-01 10:53:00,5,21,22000,16093,139,106,10073
2016-04-01 11:53:00,5,36,22000,16093,139,100,10085
2016-04-01 12:53:00,5,36,1006,16093,144,100,10101
2016-04-01 13:53:00,5,46,1128,16093,156,89,10109
2016-04-01 14:53:00,5,41,22000,16093,167,72,10117
2016-04-01 15:53:00,5,46,7620,16093,183,72,10121
2016-04-01 16:53:00,5,36,7620,16093,189,39,10110
2016-04-01 17:53:00,5,51,7620,16093,194,39,10107
2016-04-01 18:53:00,5,41,4572,16093,194,17,10109
2016-04-01 19:53:00,5,46,4572,16093,200,17,10096
2016-04-01 20:53:00,5,36,4267,16093,189,17,10096
2016-04-01 21:53:00,5,15,4267,16093,189,22,10094
2016-04-01 22:53:00,5,26,3962,16093,178,0,10104
2016-04-01 23:53:00,5,31,3658,16093,172,-39,10104
2016-04-02 00:53:00,5,46,3658,16093,161,-28,10118
2016-04-02 01:53:00,5,21,5486,16093,150,-6,10120
2016-04-02 02:53:00,5,36,3658,16093,144,6,10128
2016-04-02 03:53:00,5,31,7620,16093,133,11,10126
2016-04-02 04:53:00,5,41,7620,16093,128,11,10126
2016-04-02 05:53:00,5,46,3658,16093,122,17,10131
2016-04-02 06:53:00,5,31,3658,16093,111,22,10127
2016-04-02 07:53:00,5,46,3658,16093,106,6,10127
2016-04-02 08:53:00,5,26,22000,16093,89,6,10132
2016-04-02 09:53:00,5,21,22000,16093,78,11,10130
2016-04-02 10:53:00,5,15,22000,16093,78,11,10130
2016-04-02 11:53:00,5,21,22000,16093,67,11,10137
2016-04-02 12:53:00,5,31,2134,16093,94,17,10143
2016-04-02 13:53:00,5,46,2134,16093,94,11,10147
2016-04-02 14:53:00,5,51,22000,16093,111,11,10147
2016-04-02 15:53:00,5,46,1524,16093,122,-6,10147
2016-04-02 16:53:00,5,67,22000,16093,139,-11,10146
2016-04-02 17:53:00,5,41,22000,16093,144,-11,10136
2016-04-02 18:53:00,5,51,22000,16093,156,-17,10132
2016-04-02 19:53:00,5,88,22000,16093,161,-22,10122
2016-04-02 20:53:00,5,72,22000,16093,172,-28,10110
2016-04-02 21:53:00,5,88,22000,16093,172,-33,10115
2016-04-02 22:53:00,5,88,22000,16093,161,-28,10125
2016-04-02 23:53:00,5,51,22000,16093,150,-17,10132
2016-04-03 00:53:00,5,57,22000,16093,144,-6,10142
2016-04-03 01:53:00,5,36,22000,16093,139,0,10156
2016-04-03 02:53:00,5,36,22000,16093,133,6,10165
2016-04-03 03:53:00,5,62,22000,16093,122,-17,10173
2016-04-03 04:53:00,5,41,22000,16093,106,-89,10184
2016-04-03 05:53:00,5,46,22000,16093,89,-83,10192
2016-04-03 06:53:00,5,41,22000,16093,72,-78,10197
2016-04-03 07:53:00,5,36,22000,16093,61,-72,10203
2016-04-03 08:53:00,5,36,22000,16093,50,-67,10210
2016-04-03 17:53:00,5,21,22000,16093,144,-56,10219
2016-04-03 18:53:00,5,31,22000,16093,167,-33,10207
2016-04-03 20:53:00,5,31,22000,16093,189,-17,10190
2016-04-03 21:53:00,5,31,22000,16093,200,-6,10185
2016-04-03 22:53:00,5,41,22000,16093,194,-6,10181
2016-04-03 23:53:00,5,36,22000,16093,167,6,10178
2016-04-04 00:53:00,5,26,22000,16093,150,11,10178
2016-04-04 01:53:00,5,26,22000,16093,128,17,10180
2016-04-04 02:53:00,5,26,22000,16093,122,17,10181
2016-04-04 04:53:00,5,36,22000,16093,144,0,10179
2016-04-04 05:53:00,5,36,22000,16093,133,6,10174
2016-04-04 06:53:00,5,31,22000,16093,139,0,10176
2016-04-04 07:53:00,5,31,22000,16093,122,6,10172
2016-04-04 08:53:00,5,41,22000,16093,122,11,10166
2016-04-04 09:53:00,5,41,22000,16093,128,6,10166
2016-04-04 10:53:00,5,36,22000,16093,122,11,10170
2016-04-04 11:53:00,5,36,22000,16093,122,17,10173
2016-04-04 12:53:00,5,26,22000,16093,144,22,10178
2016-04-04 13:53:00,5,36,22000,16093,172,33,10173
2016-04-04 15:53:00,5,46,22000,16093,228,28,10169
2016-04-04 16:53:00,5,62,22000,16093,244,33,10163
2016-04-04 17:53:00,5,57,22000,16093,250,22,10158
2016-04-04 18:53:00,5,62,22000,16093,256,33,10155
2016-04-04 19:53:00,5,72,4572,16093,250,28,10151
2016-04-04 20:53:00,5,72,4572,16093,250,33,10151
2016-04-04 21:53:00,5,62,2438,16093,244,44,10156
2016-04-04 22:53:00,5,67,4267,16093,228,17,10169
2016-04-04 23:53:00,5,72,22000,16093,211,22,10179
2016-04-05 00:53:00,5,57,22000,16093,178,33,10192
2016-04-05 01:53:00,5,51,22000,16093,161,22,10208
2016-04-05 02:53:00,5,62,22000,16093,133,22,10224
2016-04-05 03:53:00,5,46,22000,16093,111,17,10228
2016-04-05 04:53:00,5,72,22000,16093,100,17,10238
2016-04-05 05:53:00,5,46,22000,16093,83,-6,10247
2016-04-05 06:53:00,5,57,22000,16093,72,-17,10250
2016-04-05 07:53:00,5,46,22000,16093,61,-28,10252
2016-04-05 08:53:00,5,51,22000,16093,56,-33,10257
2016-04-05 09:53:00,5,57,22000,16093,44,-28,10263
2016-04-05 10:53:00,5,41,22000,16093,33,-22,10272
2016-04-05 11:53:00,5,31,22000,16093,28,-22,10280
2016-04-05 12:53:00,5,57,22000,16093,44,-28,10286
2016-04-05 13:53:00,5,46,22000,16093,61,-33,10290
2016-04-05 14:53:00,5,26,22000,16093,72,-28,10290
2016-04-05 15:53:00,5,21,22000,16093,94,-22,10290
2016-04-05 16:53:00,5,21,22000,16093,106,-22,10286
2016-04-05 17:53:00,5,31,22000,16093,122,-11,10282
2016-04-05 19:53:00,5,26,22000,16093,144,-22,10265
2016-04-05 20:53:00,5,26,22000,16093,144,-11,10258
2016-04-05 21:53:00,5,26,22000,16093,150,-28,10253
2016-04-05 23:53:00,5,15,22000,16093,133,-28,10247
2016-04-06 00:53:00,5,15,22000,16093,122,-28,10239
2016-04-06 01:53:00,5,26,22000,16093,111,-17,10236
2016-04-06 02:53:00,5,26,22000,16093,100,0,10228
2016-04-06 03:53:00,5,15,22000,16093,83,11,10219
2016-04-06 04:53:00,5,21,22000,16093,78,0,10214
2016-04-06 05:53:00,5,15,22000,16093,67,0,10208
2016-04-06 06:53:00,5,15,22000,16093,56,0,10202
2016-04-06 07:53:00,5,26,22000,16093,50,0,10189
2016-04-06 08:53:00,5,31,22000,16093,61,0,10184
2016-04-06 09:53:00,5,57,22000,16093,94,-6,10178
2016-04-06 10:53:00,5,62,7620,16093,100,-17,10176
2016-04-06 11:53:00,5,77,6096,16093,111,-28,10176
2016-04-06 12:53:00,5,88,6096,16093,117,-17,10173
2016-04-06 13:53:00,5,98,7620,16093,139,11,10170
2016-04-06 14:53:00,5,93,6096,16093,150,33,10168
2016-04-06 15:53:00,5,93,2591,16093,167,44,10159
2016-04-06 16:53:00,5,113,6096,16093,172,50,10144
2016-04-06 17:53:00,5,93,1829,16093,144,78,10139
2016-04-06 18:53:00,5,113,3048,16093,156,72,10122
2016-04-06 19:53:00,5,98,3048,16093,167,72,10098
2016-04-06 20:53:00,5,67,7620,16093,183,83,10083
2016-04-06 21:53:00,5,51,7620,16093,183,89,10063
2016-04-06 22:53:00,5,51,2134,8047,139,106,10081
2016-04-06 23:53:00,5,46,1981,9656,133,106,10071
2016-04-07 00:53:00,5,46,1097,16093,133,100,10079
2016-04-07 01:53:00,5,41,22000,16093,122,83,10090
2016-04-07 02:53:00,5,21,22000,16093,111,78,10099
2016-04-07 03:53:00,5,21,22000,16093,106,78,10101
2016-04-07 04:53:00,5,15,22000,16093,106,72,10100
2016-04-07 05:53:00,5,21,22000,16093,106,72,10098
2016-04-07 06:53:00,5,21,22000,16093,94,67,10099
2016-04-07 07:53:00,5,36,22000,16093,78,61,10091
2016-04-07 08:53:00,5,31,22000,16093,67,50,10084
2016-04-07 09:53:00,5,26,2286,16093,83,61,10082
2016-04-07 10:53:00,5,31,22000,16093,78,56,10078
2016-04-07 11:53:00,5,46,22000,16093,94,61,10085
2016-04-07 12:53:00,5,51,22000,16093,111,44,10089
2016-04-07 13:53:00,5,51,22000,16093,139,39,10092
2016-04-07 14:53:00,5,36,3048,16093,139,22,10095
2016-04-07 15:53:00,5,88,3353,16093,150,22,10096
2016-04-07 16:53:00,5,67,3048,16093,167,17,10095
2016-04-07 17:53:00,5,67,2438,16093,156,6,10093
2016-04-07 18:53:00,5,62,2286,16093,172,17,10090
2016-04-07 19:53:00,5,72,22000,16093,178,17,10087
2016-04-07 20:53:00,5,41,22000,16093,183,11,10089
2016-04-07 21:53:00,5,72,3048,16093,183,-6,10088
2016-04-07 22:53:00,5,62,3658,16093,172,-6,10091
2016-04-07 23:53:00,5,62,1463,16093,106,44,10117
2016-04-08 01:53:00,5,21,3353,16093,111,33,10126
2016-04-08 02:53:00,5,21,1189,16093,94,56,10141
2016-04-08 05:53:00,5,26,22000,16093,78,56,10131
2016-04-08 06:53:00,5,21,22000,16093,72,56,10130
2016-04-08 07:53:00,5,21,22000,16093,72,50,10132
2016-04-08 08:53:00,5,26,22000,16093,67,44,10131
2016-04-08 09:53:00,5,21,2134,16093,67,44,10132
2016-04-08 11:53:00,5,26,1036,16093,67,44,10139
2016-04-08 12:53:00,5,31,396,16093,78,50,10144
2016-04-08 13:53:00,5,46,396,16093,78,39,10150
2016-04-08 14:53:00,5,46,579,16093,100,44,10154
2016-04-08 15:53:00,5,46,975,16093,111,33,10155
2016-04-08 16:53:00,5,62,1158,16093,117,17,10155
2016-04-08 17:53:00,5,46,1433,16093,122,0,10151
2016-04-08 18:53:00,5,57,1829,16093,128,-6,10150
2016-04-08 19:53:00,5,67,1829,16093,144,-11,10148
2016-04-08 20:53:00,5,67,22000,16093,144,-17,10147
2016-04-08 21:53:00,5,62,22000,16093,133,-22,10149
2016-04-08 22:53:00,5,51,2134,16093,133,-28,10151
2016-04-08 23:53:00,5,51,2438,16093,128,-33,10153
2016-04-09 00:53:00,5,51,2591,16093,122,-28,10162
2016-04-09 01:53:00,5,36,22000,16093,106,-28,10171
2016-04-09 04:53:00,5,15,22000,16093,50,0,10163
2016-04-09 06:53:00,5,51,22000,16093,78,-17,10168
2016-04-09 07:53:00,5,67,22000,16093,72,-50,10175
2016-04-09 08:53:00,5,41,22000,16093,56,-83,10185
2016-04-09 09:53:00,5,36,22000,16093,39,-83,10198
2016-04-09 10:53:00,5,51,22000,16093,33,-89,10212
2016-04-09 11:53:00,5,36,22000,16093,28,-83,10224
2016-04-09 12:53:00,5,46,22000,16093,39,-94,10237
2016-04-09 13:53:00,5,41,22000,16093,56,-94,10244
2016-04-09 14:53:00,5,41,22000,16093,61,-94,10250
2016-04-09 16:53:00,5,41,22000,16093,89,-94,10253
2016-04-09 17:53:00,5,57,22000,16093,100,-83,10245
2016-04-09 18:53:00,5,41,22000,16093,106,-72,10243
2016-04-09 19:53:00,5,36,22000,16093,111,-78,10235
2016-04-09 20:53:00,5,41,22000,16093,117,-83,10233
2016-04-09 21:53:00,5,31,22000,16093,122,-83,10233
2016-04-09 23:53:00,5,31,22000,16093,94,-67,10231
2016-04-10 00:53:00,5,31,22000,16093,83,-67,10231
2016-04-10 01:53:00,5,21,22000,16093,72,-61,10237
2016-04-10 02:53:00,5,15,22000,16093,67,-44,10240
2016-04-10 03:53:00,5,21,22000,16093,56,-39,10234
2016-04-10 04:53:00,5,15,22000,16093,44,-28,10234
2016-04-10 05:53:00,5,15,7620,16093,33,-33,10233
2016-04-10 06:53:00,5,26,22000,16093,39,-44,10226
2016-04-10 07:53:00,5,26,22000,16093,39,-44,10220
2016-04-10 08:53:00,5,36,22000,16093,44,-50,10214
2016-04-10 09:53:00,5,21,22000,16093,39,-44,10215
2016-04-10 10:53:00,5,21,22000,16093,33,-39,10216
2016-04-10 12:53:00,5,26,3353,16093,72,-28,10226
2016-04-10 13:53:00,5,41,2286,16093,89,-6,10229
2016-04-10 14:53:00,5,31,2438,16093,89,22,10225
2016-04-10 15:53:00,5,31,2286,16093,100,22,10228
2016-04-10 16:53:00,5,41,2438,11265,100,44,10218
2016-04-10 17:53:00,5,62,3353,16093,139,50,10212
2016-04-10 18:53:00,5,82,3658,16093,156,44,10192
2016-04-10 19:53:00,5,88,3353,16093,189,39,10182
2016-04-10 20:53:00,5,88,3353,16093,206,33,10166
2016-04-10 21:53:00,5,93,7620,16093,206,28,10160
2016-04-10 22:53:00,5,98,7620,16093,206,28,10153
2016-04-10 23:53:00,5,72,22000,16093,206,28,10154
2016-04-11 00:53:00,5,67,22000,16093,183,28,10154
2016-04-11 01:53:00,5,82,22000,16093,178,28,10159
2016-04-11 02:53:00,5,51,22000,16093,172,28,10165
2016-04-11 03:53:00,5,51,22000,16093,167,28,10167
2016-04-11 04:53:00,5,46,22000,16093,161,28,10169
2016-04-11 05:53:00,5,46,22000,16093,161,28,10172
